Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2021	atrioventricular valve formation (GO:0003190)	3/7	1.784420e-01	5.929491e-01	0	0	2.707401e+00	4.666183e+00	OLFM1;HEY1;GATA4
GO_Biological_Process_2021	autophagosome membrane docking (GO:0016240)	3/7	1.784420e-01	5.929491e-01	0	0	2.707401e+00	4.666183e+00	VMP1;CALM1;SNAP29
GO_Biological_Process_2021	cardiolipin biosynthetic process (GO:0032049)	3/7	1.784420e-01	5.929491e-01	0	0	2.707401e+00	4.666183e+00	PGS1;TAMM41;PLA2G6
GO_Biological_Process_2021	cyclic nucleotide transport (GO:0070729)	3/7	1.784420e-01	5.929491e-01	0	0	2.707401e+00	4.666183e+00	LRRC8D;LRRC8A;SLC19A1
GO_Biological_Process_2021	detection of muscle stretch (GO:0035995)	3/7	1.784420e-01	5.929491e-01	0	0	2.707401e+00	4.666183e+00	CAV3;CTNNB1;PTK2
GO_Biological_Process_2021	determination of digestive tract left/right asymmetry (GO:0071907)	3/7	1.784420e-01	5.929491e-01	0	0	2.707401e+00	4.666183e+00	ZIC3;DNAAF1;MEGF8
GO_Biological_Process_2021	endothelial cell morphogenesis (GO:0001886)	3/7	1.784420e-01	5.929491e-01	0	0	2.707401e+00	4.666183e+00	COL18A1;COL22A1;MET
GO_Biological_Process_2021	epithelial cell differentiation involved in kidney development (GO:0035850)	3/7	1.784420e-01	5.929491e-01	0	0	2.707401e+00	4.666183e+00	BMP4;MTSS1;PAX2
GO_Biological_Process_2021	establishment of centrosome localization (GO:0051660)	3/7	1.784420e-01	5.929491e-01	0	0	2.707401e+00	4.666183e+00	PARD3;MISP;MAD2L1
GO_Biological_Process_2021	G-quadruplex DNA unwinding (GO:0044806)	3/7	1.784420e-01	5.929491e-01	0	0	2.707401e+00	4.666183e+00	BLM;DDX11;DHX36
GO_Biological_Process_2021	glandular epithelial cell development (GO:0002068)	3/7	1.784420e-01	5.929491e-01	0	0	2.707401e+00	4.666183e+00	BMP4;BMP6;BMP5
GO_Biological_Process_2021	glial cell migration (GO:0008347)	3/7	1.784420e-01	5.929491e-01	0	0	2.707401e+00	4.666183e+00	TGFB2;P2RX4;AZU1
GO_Biological_Process_2021	glutamine transport (GO:0006868)	3/7	1.784420e-01	5.929491e-01	0	0	2.707401e+00	4.666183e+00	SLC38A1;SLC1A5;SLC38A2
GO_Biological_Process_2021	heme transport (GO:0015886)	3/7	1.784420e-01	5.929491e-01	0	0	2.707401e+00	4.666183e+00	SLC48A1;ABCB6;FLVCR2
GO_Biological_Process_2021	hindlimb morphogenesis (GO:0035137)	3/7	1.784420e-01	5.929491e-01	0	0	2.707401e+00	4.666183e+00	TFAP2B;RARG;AFF3
GO_Biological_Process_2021	inhibitory postsynaptic potential (GO:0060080)	3/7	1.784420e-01	5.929491e-01	0	0	2.707401e+00	4.666183e+00	NPAS4;INSYN1;INSYN2A
GO_Biological_Process_2021	intermembrane lipid transfer (GO:0120009)	3/7	1.784420e-01	5.929491e-01	0	0	2.707401e+00	4.666183e+00	GLTP;TTPA;PLEKHA8
GO_Biological_Process_2021	macropinocytosis (GO:0044351)	3/7	1.784420e-01	5.929491e-01	0	0	2.707401e+00	4.666183e+00	CARMIL1;MAPKAPK3;MAPKAPK2
GO_Biological_Process_2021	maintenance of synapse structure (GO:0099558)	3/7	1.784420e-01	5.929491e-01	0	0	2.707401e+00	4.666183e+00	RAB3A;ERC1;ERC2
GO_Biological_Process_2021	marginal zone B cell differentiation (GO:0002315)	3/7	1.784420e-01	5.929491e-01	0	0	2.707401e+00	4.666183e+00	LFNG;NOTCH2;PTK2B
GO_Biological_Process_2021	miRNA catabolic process (GO:0010587)	3/7	1.784420e-01	5.929491e-01	0	0	2.707401e+00	4.666183e+00	TENT4B;SND1;DIS3L2
GO_Biological_Process_2021	mitochondrion-endoplasmic reticulum membrane tethering (GO:1990456)	3/7	1.784420e-01	5.929491e-01	0	0	2.707401e+00	4.666183e+00	VMP1;PACS2;CALM1
GO_Biological_Process_2021	monoacylglycerol catabolic process (GO:0052651)	3/7	1.784420e-01	5.929491e-01	0	0	2.707401e+00	4.666183e+00	ABHD12;FAAH;ABHD12B
GO_Biological_Process_2021	mRNA pseudouridine synthesis (GO:1990481)	3/7	1.784420e-01	5.929491e-01	0	0	2.707401e+00	4.666183e+00	TRUB2;DKC1;PUS1
GO_Biological_Process_2021	negative regulation of catecholamine secretion (GO:0033604)	3/7	1.784420e-01	5.929491e-01	0	0	2.707401e+00	4.666183e+00	CHGA;CRH;ADRA2C
GO_Biological_Process_2021	negative regulation of cell cycle phase transition (GO:1901988)	3/7	1.784420e-01	5.929491e-01	0	0	2.707401e+00	4.666183e+00	SUSD2;PTEN;ZFP36L1
GO_Biological_Process_2021	negative regulation of dendritic cell apoptotic process (GO:2000669)	3/7	1.784420e-01	5.929491e-01	0	0	2.707401e+00	4.666183e+00	AXL;CCR7;GAS6
GO_Biological_Process_2021	negative regulation of dendritic spine development (GO:0061000)	3/7	1.784420e-01	5.929491e-01	0	0	2.707401e+00	4.666183e+00	EFNA1;PTPRS;PTEN
GO_Biological_Process_2021	negative regulation of DNA repair (GO:0045738)	3/7	1.784420e-01	5.929491e-01	0	0	2.707401e+00	4.666183e+00	OTUB2;UBR5;TRIP12
GO_Biological_Process_2021	negative regulation of protein K63-linked ubiquitination (GO:1900045)	3/7	1.784420e-01	5.929491e-01	0	0	2.707401e+00	4.666183e+00	OTUB2;UBR5;TRIP12
GO_Biological_Process_2021	negative regulation of ruffle assembly (GO:1900028)	3/7	1.784420e-01	5.929491e-01	0	0	2.707401e+00	4.666183e+00	KANK1;TACSTD2;EVL
GO_Biological_Process_2021	negative regulation of stress-activated protein kinase signaling cascade (GO:0070303)	3/7	1.784420e-01	5.929491e-01	0	0	2.707401e+00	4.666183e+00	IGBP1;GSTP1;MYC
GO_Biological_Process_2021	negative regulation of telomere capping (GO:1904354)	3/7	1.784420e-01	5.929491e-01	0	0	2.707401e+00	4.666183e+00	ERCC1;NBN;TERF2
GO_Biological_Process_2021	nucleobase biosynthetic process (GO:0046112)	3/7	1.784420e-01	5.929491e-01	0	0	2.707401e+00	4.666183e+00	GMPS;CTPS2;CTPS1
GO_Biological_Process_2021	oxygen transport (GO:0015671)	3/7	1.784420e-01	5.929491e-01	0	0	2.707401e+00	4.666183e+00	MB;MYC;IPCEF1
GO_Biological_Process_2021	pericardium morphogenesis (GO:0003344)	3/7	1.784420e-01	5.929491e-01	0	0	2.707401e+00	4.666183e+00	BMP7;BMP5;LRP6
GO_Biological_Process_2021	polyadenylation-dependent snoRNA 3'-end processing (GO:0071051)	3/7	1.784420e-01	5.929491e-01	0	0	2.707401e+00	4.666183e+00	EXOSC10;EXOSC3;EXOSC2
GO_Biological_Process_2021	positive regulation of cardiac epithelial to mesenchymal transition (GO:0062043)	3/7	1.784420e-01	5.929491e-01	0	0	2.707401e+00	4.666183e+00	ACVR1;TGFB2;JAG1
GO_Biological_Process_2021	positive regulation of cytoplasmic translation (GO:2000767)	3/7	1.784420e-01	5.929491e-01	0	0	2.707401e+00	4.666183e+00	ZCCHC13;PKM;DHX36
GO_Biological_Process_2021	positive regulation of epithelial tube formation (GO:1905278)	3/7	1.784420e-01	5.929491e-01	0	0	2.707401e+00	4.666183e+00	PIK3CD;SIX1;GATA3
GO_Biological_Process_2021	positive regulation of fibroblast apoptotic process (GO:2000271)	3/7	1.784420e-01	5.929491e-01	0	0	2.707401e+00	4.666183e+00	BTG1;STK17B;PRDM11
GO_Biological_Process_2021	positive regulation of histone H4 acetylation (GO:0090240)	3/7	1.784420e-01	5.929491e-01	0	0	2.707401e+00	4.666183e+00	MUC1;AUTS2;ARRB1
GO_Biological_Process_2021	positive regulation of integrin-mediated signaling pathway (GO:2001046)	3/7	1.784420e-01	5.929491e-01	0	0	2.707401e+00	4.666183e+00	CD63;FLNA;EMP2
GO_Biological_Process_2021	positive regulation of interleukin-5 production (GO:0032754)	3/7	1.784420e-01	5.929491e-01	0	0	2.707401e+00	4.666183e+00	RARA;GATA3;PRKCZ
GO_Biological_Process_2021	positive regulation of intracellular estrogen receptor signaling pathway (GO:0033148)	3/7	1.784420e-01	5.929491e-01	0	0	2.707401e+00	4.666183e+00	FOXA1;YAP1;KMT2D
GO_Biological_Process_2021	positive regulation of miRNA mediated inhibition of translation (GO:1905618)	3/7	1.784420e-01	5.929491e-01	0	0	2.707401e+00	4.666183e+00	DDX6;STAT3;EIF4E2
GO_Biological_Process_2021	positive regulation of mitochondrial membrane potential (GO:0010918)	3/7	1.784420e-01	5.929491e-01	0	0	2.707401e+00	4.666183e+00	STOML2;AKT2;AKT1
GO_Biological_Process_2021	positive regulation of multicellular organism growth (GO:0040018)	3/7	1.784420e-01	5.929491e-01	0	0	2.707401e+00	4.666183e+00	GHR;GHSR;PPIB
GO_Biological_Process_2021	positive regulation of RNA polymerase II transcription preinitiation complex assembly (GO:0045899)	3/7	1.784420e-01	5.929491e-01	0	0	2.707401e+00	4.666183e+00	PSMC4;PSMC2;ESR1
GO_Biological_Process_2021	positive regulation of urine volume (GO:0035810)	3/7	1.784420e-01	5.929491e-01	0	0	2.707401e+00	4.666183e+00	TFAP2B;HYAL2;NPR3
GO_Biological_Process_2021	protection from non-homologous end joining at telomere (GO:0031848)	3/7	1.784420e-01	5.929491e-01	0	0	2.707401e+00	4.666183e+00	DCLRE1C;TERF2IP;TERF2
GO_Biological_Process_2021	protein desumoylation (GO:0016926)	3/7	1.784420e-01	5.929491e-01	0	0	2.707401e+00	4.666183e+00	SENP7;USPL1;SENP2
GO_Biological_Process_2021	protein localization to basolateral plasma membrane (GO:1903361)	3/7	1.784420e-01	5.929491e-01	0	0	2.707401e+00	4.666183e+00	AP4M1;RAB10;CAV1
GO_Biological_Process_2021	purine-containing compound metabolic process (GO:0072521)	3/7	1.784420e-01	5.929491e-01	0	0	2.707401e+00	4.666183e+00	GUK1;OARD1;FHIT
GO_Biological_Process_2021	pyrimidine-containing compound biosynthetic process (GO:0072528)	3/7	1.784420e-01	5.929491e-01	0	0	2.707401e+00	4.666183e+00	TPK1;CTPS2;CTPS1
GO_Biological_Process_2021	regulation of CD8-positive, alpha-beta T cell differentiation (GO:0043376)	3/7	1.784420e-01	5.929491e-01	0	0	2.707401e+00	4.666183e+00	SOCS1;ZBTB7B;RUNX1
GO_Biological_Process_2021	regulation of male gonad development (GO:2000018)	3/7	1.784420e-01	5.929491e-01	0	0	2.707401e+00	4.666183e+00	NR5A1;WT1;SOX9
GO_Biological_Process_2021	regulation of miRNA mediated inhibition of translation (GO:1905616)	3/7	1.784420e-01	5.929491e-01	0	0	2.707401e+00	4.666183e+00	DDX6;STAT3;EIF4E2
GO_Biological_Process_2021	regulation of transforming growth factor beta activation (GO:1901388)	3/7	1.784420e-01	5.929491e-01	0	0	2.707401e+00	4.666183e+00	HSP90AB1;ITGB6;LTBP1
GO_Biological_Process_2021	response to increased oxygen levels (GO:0036296)	3/7	1.784420e-01	5.929491e-01	0	0	2.707401e+00	4.666183e+00	ATP6V1A;ATP6V1G1;ATP6V0A2
GO_Biological_Process_2021	ribonucleoprotein complex disassembly (GO:0032988)	3/7	1.784420e-01	5.929491e-01	0	0	2.707401e+00	4.666183e+00	DHX8;KIF5B;KLC1
GO_Biological_Process_2021	ribosomal large subunit export from nucleus (GO:0000055)	3/7	1.784420e-01	5.929491e-01	0	0	2.707401e+00	4.666183e+00	NPM1;NMD3;SDAD1
GO_Biological_Process_2021	RIG-I signaling pathway (GO:0039529)	3/7	1.784420e-01	5.929491e-01	0	0	2.707401e+00	4.666183e+00	CLPB;OAS3;TRIM25
GO_Biological_Process_2021	rRNA-containing ribonucleoprotein complex export from nucleus (GO:0071428)	3/7	1.784420e-01	5.929491e-01	0	0	2.707401e+00	4.666183e+00	NPM1;EIF6;TSC1
GO_Biological_Process_2021	SMAD protein complex assembly (GO:0007183)	3/7	1.784420e-01	5.929491e-01	0	0	2.707401e+00	4.666183e+00	SMAD2;EID2;SMAD3
GO_Biological_Process_2021	succinate transport (GO:0015744)	3/7	1.784420e-01	5.929491e-01	0	0	2.707401e+00	4.666183e+00	SLC13A3;SLC25A10;SLC25A14
GO_Biological_Process_2021	synaptic transmission, dopaminergic (GO:0001963)	3/7	1.784420e-01	5.929491e-01	0	0	2.707401e+00	4.666183e+00	TH;CRH;SLC6A3
GO_Biological_Process_2021	tachykinin receptor signaling pathway (GO:0007217)	3/7	1.784420e-01	5.929491e-01	0	0	2.707401e+00	4.666183e+00	GRK2;GRK5;TACR3
GO_Biological_Process_2021	TRAIL-activated apoptotic signaling pathway (GO:0036462)	3/7	1.784420e-01	5.929491e-01	0	0	2.707401e+00	4.666183e+00	CASP8;TNFRSF10B;FADD
GO_Biological_Process_2021	type B pancreatic cell development (GO:0003323)	3/7	1.784420e-01	5.929491e-01	0	0	2.707401e+00	4.666183e+00	BMP4;BMP6;BMP5
GO_Biological_Process_2021	white fat cell differentiation (GO:0050872)	3/7	1.784420e-01	5.929491e-01	0	0	2.707401e+00	4.666183e+00	PER2;PPARG;SIRT1
GO_Biological_Process_2021	phosphatidic acid metabolic process (GO:0046473)	14/50	1.796433e-01	5.965894e-01	0	0	1.404531e+00	2.411273e+00	DGKE;PLA2G4D;DGKA;LPCAT1;ABHD5;DDHD1;PLA2G6;DGKZ;AGPAT2;ACP6;LIPH;GPAT3;GPD1L;DGKH
GO_Biological_Process_2021	negative regulation of cell population proliferation (GO:0008285)	90/379	1.800873e-01	5.977116e-01	0	0	1.126310e+00	1.930848e+00	APP;COL18A1;RARG;BTG1;ATP8A2;BMPR2;PTEN;CHD5;PTPRJ;RERG;FLCN;STK11;DUSP10;MYC;GPER1;WDR6;SOX9;SOX7;RBM5;DIS3L2;KLF10;NOG;CTNNBIP1;P3H2;TSC1;AXIN2;CBFA2T3;MTSS1;EREG;NME1;SULT2B1;TMIGD3;KAT2B;CLDN3;ALDH1A2;RAPGEF2;PPARG;TRIB1;EEF1E1;RAF1;B4GALT7;VGLL4;GSTP1;HPN;GATA3;TOB1;ADGRG1;GPNMB;RBBP4;CLMN;ERBB4;NACC2;LMNA;PTK2B;VHL;S100A11;ZBTB7C;LYN;TFAP2A;TFAP2B;NPM1;TGFB2;NIBAN2;VDR;DAB2IP;MCC;SMAD6;TBX5;ALOX15B;ST18;MYO16;PML;BMP5;PER2;SKI;BMP4;FABP3;DLG3;TMEM115;FABP6;WT1;DLC1;DLG5;CTNNB1;AQP11;BMPR1B;COPS8;GSDME;TP73;CDKN3
GO_Biological_Process_2021	regulation of hematopoietic progenitor cell differentiation (GO:1901532)	20/75	1.812996e-01	5.991830e-01	0	0	1.313552e+00	2.243028e+00	YAP1;KMT2A;METTL3;TCF12;SETD1A;GATA3;RUNX1;PSMA5;PSMA6;PSMB7;PSMD6;PSMA3;ITCH;PSMA1;PSMC4;MYB;DHX36;PSMC2;ABL1;TP73
GO_Biological_Process_2021	establishment of protein localization to extracellular region (GO:0035592)	13/46	1.817032e-01	5.991830e-01	0	0	1.422716e+00	2.426272e+00	RAB3C;STEAP3;RAB3A;RAB3D;SEL1L;MIA3;TVP23B;PDIA4;RAB10;GOLPH3;RAB15;PREB;COPG1
GO_Biological_Process_2021	regulation of telomerase activity (GO:0051972)	13/46	1.817032e-01	5.991830e-01	0	0	1.422716e+00	2.426272e+00	PIF1;CCT2;HSP90AA1;HSP90AB1;PARP4;SRC;PTGES3;GRHL2;PKIB;DKC1;MYC;CTNNB1;POT1
GO_Biological_Process_2021	negative regulation of growth (GO:0045926)	32/126	1.825770e-01	5.991830e-01	0	0	1.230052e+00	2.091806e+00	NOTCH2;BMPR2;BTG1;PTPRJ;PRDM11;RTN4;RERG;PPP1R9B;FLCN;STK11;SERTAD3;WNT11;SERTAD2;HYAL2;APBB2;SLIT3;TGFB2;SMAD3;SPHK2;OSGIN1;OSGIN2;ALOX15B;SIRT1;PML;SMARCA4;DCSTAMP;ADAM15;WT1;MYL2;PPT1;VGLL4;SIPA1
GO_Biological_Process_2021	cell projection assembly (GO:0030031)	7/22	1.827745e-01	5.991830e-01	0	0	1.684976e+00	2.863620e+00	CYFIP1;PDGFA;RAC3;PARVA;RHOU;QRICH2;RHOV
GO_Biological_Process_2021	glutathione derivative biosynthetic process (GO:1901687)	7/22	1.827745e-01	5.991830e-01	0	0	1.684976e+00	2.863620e+00	GSTK1;GSTM2;GSTO2;GSTA3;GSTP1;MGST3;AKR1A1
GO_Biological_Process_2021	glutathione derivative metabolic process (GO:1901685)	7/22	1.827745e-01	5.991830e-01	0	0	1.684976e+00	2.863620e+00	GSTK1;GSTM2;GSTO2;GSTA3;GSTP1;MGST3;AKR1A1
GO_Biological_Process_2021	maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) (GO:0000466)	7/22	1.827745e-01	5.991830e-01	0	0	1.684976e+00	2.863620e+00	NOP14;EXOSC10;EXOSC9;ERI3;NOL9;EXOSC3;EXOSC2
GO_Biological_Process_2021	membrane protein intracellular domain proteolysis (GO:0031293)	7/22	1.827745e-01	5.991830e-01	0	0	1.684976e+00	2.863620e+00	APH1A;MBTPS1;HM13;RHBDD1;SPPL2B;PSEN1;NFKB1
GO_Biological_Process_2021	negative regulation of biomineral tissue development (GO:0070168)	7/22	1.827745e-01	5.991830e-01	0	0	1.684976e+00	2.863620e+00	ROCK1;HEY1;PTK2B;BCOR;SOX9;GAS6;TRPM4
GO_Biological_Process_2021	negative regulation of myeloid cell differentiation (GO:0045638)	7/22	1.827745e-01	5.991830e-01	0	0	1.684976e+00	2.863620e+00	MEIS1;ZFP36;ZBTB16;CTR9;LEO1;PTK2B;ZFP36L1
GO_Biological_Process_2021	negative regulation of protein dephosphorylation (GO:0035308)	7/22	1.827745e-01	5.991830e-01	0	0	1.684976e+00	2.863620e+00	PPP1R15A;PPP1R11;BOD1;YWHAB;CRY2;ARPP19;STYXL1
GO_Biological_Process_2021	organelle fusion (GO:0048284)	7/22	1.827745e-01	5.991830e-01	0	0	1.684976e+00	2.863620e+00	FIS1;AFG3L2;CHCHD3;MFN1;BAX;SPG7;USP30
GO_Biological_Process_2021	phosphatidylserine acyl-chain remodeling (GO:0036150)	7/22	1.827745e-01	5.991830e-01	0	0	1.684976e+00	2.863620e+00	OSBPL8;OSBPL5;PLA2G4D;PLA2G4E;MBOAT1;OSBPL10;PLA1A
GO_Biological_Process_2021	proteasomal ubiquitin-independent protein catabolic process (GO:0010499)	7/22	1.827745e-01	5.991830e-01	0	0	1.684976e+00	2.863620e+00	PSMA5;PSMA6;PSMB7;PSMA3;PSMA1;ENC1;NFE2L2
GO_Biological_Process_2021	protein import into peroxisome membrane (GO:0045046)	7/22	1.827745e-01	5.991830e-01	0	0	1.684976e+00	2.863620e+00	ATAD1;PEX16;ALDH3A2;FIS1;SLC25A17;PXMP4;PEX14
GO_Biological_Process_2021	regulation of centrosome cycle (GO:0046605)	7/22	1.827745e-01	5.991830e-01	0	0	1.684976e+00	2.863620e+00	NPM1;RAB6C;CHMP1B;CHMP1A;CHMP2B;NAT10;SIRT1
GO_Biological_Process_2021	regulation of chromosome organization (GO:0033044)	7/22	1.827745e-01	5.991830e-01	0	0	1.684976e+00	2.863620e+00	PIF1;MYC;YLPM1;TERF2IP;HDAC8;TERF2;BUB1
GO_Biological_Process_2021	mitochondrial gene expression (GO:0140053)	12/42	1.835014e-01	5.991830e-01	0	0	1.444547e+00	2.449277e+00	MRPS28;MRPS15;MRPS16;GFM2;MRPS14;MRPL16;MRPS18A;MRPS21;TFAM;FOXO3;MRPS7;POLRMT
GO_Biological_Process_2021	negative regulation of protein catabolic process (GO:0042177)	12/42	1.835014e-01	5.991830e-01	0	0	1.444547e+00	2.449277e+00	PRKCG;RGP1;SF3B3;ROCK1;SNRNP70;CYP51A1;SNX12;DAB2IP;FLNA;AZIN1;BANP;MAD2L1
GO_Biological_Process_2021	phosphatidylinositol phosphate biosynthetic process (GO:0046854)	12/42	1.835014e-01	5.991830e-01	0	0	1.444547e+00	2.449277e+00	SOCS2;SOCS1;TTC7B;PIK3CD;PIP4K2A;PIK3CB;PIK3R1;TTC7A;EFR3B;IP6K3;SOCS4;PIK3C2B
GO_Biological_Process_2021	positive regulation of ATPase activity (GO:0032781)	12/42	1.835014e-01	5.991830e-01	0	0	1.444547e+00	2.449277e+00	MYBPC3;VMP1;DNAJB1;PLSCR1;FXYD2;TNNT2;TPM1;TOR1AIP2;POT1;ALDOB;ATP1B1;DYNLL1
GO_Biological_Process_2021	regulation of extrinsic apoptotic signaling pathway via death domain receptors (GO:1902041)	12/42	1.835014e-01	5.991830e-01	0	0	1.444547e+00	2.449277e+00	LGALS3;RNF34;CASP8;GPX1;FEM1B;TMC8;TNFRSF10B;FADD;CFLAR;THBS1;BMP5;BCL2L1
GO_Biological_Process_2021	skeletal system morphogenesis (GO:0048705)	12/42	1.835014e-01	5.991830e-01	0	0	1.444547e+00	2.449277e+00	TFAP2A;SKI;DYNC2I1;WWOX;CYP26B1;ANKRD11;LRP5;SIX1;HOXB3;MEGF8;FGFR2;LRP6
GO_Biological_Process_2021	positive regulation of cellular component biogenesis (GO:0044089)	24/92	1.836644e-01	5.991830e-01	0	0	1.275037e+00	2.160735e+00	CHGA;SMAD3;TFRC;SDC4;STX18;DAB2IP;BRK1;PARK7;SNF8;RHOC;BMP7;SMPD3;VIL1;LGALS3;CLDN3;SLX4;ERCC1;TPR;BAX;SDC1;EMILIN1;BMF;TPPP;TRABD2B
GO_Biological_Process_2021	regulation of peptidyl-tyrosine phosphorylation (GO:0050730)	24/92	1.836644e-01	5.991830e-01	0	0	1.275037e+00	2.160735e+00	ACVR1;APP;NRP1;EPHA7;SEMA4D;RIPK2;SRC;ITGB2;PDGFA;PTPRJ;PTPN11;EFNA5;LRP8;PRKCZ;BMP6;GHR;RAP2C;EFNA1;RAP2B;ABL1;PTK2B;CSPG4;IL6R;PAK2
GO_Biological_Process_2021	gland development (GO:0048732)	19/71	1.845547e-01	5.991830e-01	0	0	1.319816e+00	2.230237e+00	TBX1;PHF2;FOXE1;IGSF3;CAV1;ZBTB1;SIX1;ALOX15B;ARHGAP35;GLI2;SOX3;SHH;WNT11;WT1;SOX9;FADD;MET;FGFR2;EPHB3
GO_Biological_Process_2021	nucleic acid metabolic process (GO:0090304)	19/71	1.845547e-01	5.991830e-01	0	0	1.319816e+00	2.230237e+00	EXD2;DDX24;WTAP;NCBP2;DDX1;METTL3;WDR74;GTF2F1;HNRNPL;HNRNPM;ATXN2;NT5E;RECQL5;POLR2B;PCBP2;POLR2H;KPNA2;POLG;HNRNPA0
GO_Biological_Process_2021	regulation of hematopoietic stem cell differentiation (GO:1902036)	19/71	1.845547e-01	5.991830e-01	0	0	1.319816e+00	2.230237e+00	YAP1;KMT2A;METTL3;TCF12;SETD1A;GATA3;RUNX1;PSMA5;PSMA6;PSMB7;PSMD6;PSMA3;ITCH;PSMA1;PSMC4;MYB;PSMC2;ABL1;TP73
GO_Biological_Process_2021	negative regulation of endothelial cell migration (GO:0010596)	11/38	1.849352e-01	5.991830e-01	0	0	1.471240e+00	2.483086e+00	MECP2;JUP;KRIT1;ATP2B4;DAB2IP;PPARG;APOE;NR2F2;VASH1;THBS1;ADAMTS9
GO_Biological_Process_2021	DNA modification (GO:0006304)	8/26	1.852014e-01	5.991830e-01	0	0	1.604801e+00	2.706195e+00	SMUG1;H3-4;NTHL1;OGG1;POT1;TERF2IP;EXOSC3;TERF2
GO_Biological_Process_2021	global genome nucleotide-excision repair (GO:0070911)	8/26	1.852014e-01	5.991830e-01	0	0	1.604801e+00	2.706195e+00	UBB;ERCC1;USP45;XPA;CHD1L;RAD23B;DDB2;CUL4B
GO_Biological_Process_2021	metanephros development (GO:0001656)	8/26	1.852014e-01	5.991830e-01	0	0	1.604801e+00	2.706195e+00	BMP4;SHH;WT1;PTCH1;SIX1;CTSH;BMP7;PAX2
GO_Biological_Process_2021	mononuclear cell differentiation (GO:1903131)	8/26	1.852014e-01	5.991830e-01	0	0	1.604801e+00	2.706195e+00	LYN;BMP4;FLT3;AXL;IRF8;MYH9;PPARG;GAS6
GO_Biological_Process_2021	negative regulation of macroautophagy (GO:0016242)	8/26	1.852014e-01	5.991830e-01	0	0	1.604801e+00	2.706195e+00	NRBP2;CLEC16A;AKT1;QSOX1;TSC1;SMCR8;TMEM39A;SEC22B
GO_Biological_Process_2021	organelle fission (GO:0048285)	8/26	1.852014e-01	5.991830e-01	0	0	1.604801e+00	2.706195e+00	WASHC5;FIS1;ACOT8;MTFR1;TMCC1;DNM1;CORO1C;DNM2
GO_Biological_Process_2021	positive regulation of viral transcription (GO:0050434)	8/26	1.852014e-01	5.991830e-01	0	0	1.604801e+00	2.706195e+00	CDK9;CTDP1;POLR2B;SUPT4H1;RSF1;NELFA;POLR2H;GTF2F1
GO_Biological_Process_2021	purine-containing compound biosynthetic process (GO:0072522)	8/26	1.852014e-01	5.991830e-01	0	0	1.604801e+00	2.706195e+00	PRPSAP1;PNP;PPAT;ADK;GMPS;DCK;ADA;APRT
GO_Biological_Process_2021	positive regulation of MAPK cascade (GO:0043410)	66/274	1.855154e-01	5.991830e-01	0	0	1.147178e+00	1.932556e+00	RET;BCAR3;APP;NRP1;FLT1;FLT3;WWC1;DUSP19;PTPRJ;ARRB1;ROBO1;IGF1R;DSTYK;GRM4;BMPER;GPER1;ARL6IP5;CCR7;TNFAIP8L3;CD36;PDE8A;EDN1;EDN3;KSR1;GPR37L1;ADRA2C;MTURN;TRAF7;KIT;RAPGEF2;GAS6;JCAD;NECAB2;NOTCH2;ROCK1;PDGFA;GATA4;PRKCZ;RASGRP1;INAVA;GPNMB;IRAK1;ERBB4;P2RY1;GCNT2;PTK2B;APOE;CCL17;KLHDC10;TBX1;NTRK2;TGFB2;GDF15;IL34;NTRK3;CARD9;DAB2IP;PTPN11;TPD52L1;TAOK3;F2RL1;LAMTOR1;FERMT2;FGFR2;GSDME;CCL26
GO_Biological_Process_2021	autophagosome maturation (GO:0097352)	10/34	1.858583e-01	5.991830e-01	0	0	1.504619e+00	2.531929e+00	VMP1;SNX14;UBQLN1;MAP1LC3B2;EPG5;VIPAS39;WIPI2;CALM1;SNAP29;TECPR1
GO_Biological_Process_2021	epithelial tube morphogenesis (GO:0060562)	10/34	1.858583e-01	5.991830e-01	0	0	1.504619e+00	2.531929e+00	ACVR1;BMP4;SHH;CTNNB1;GATA3;MEGF8;MET;MTSS1;GLI2;RHOB
GO_Biological_Process_2021	negative regulation of mitochondrion organization (GO:0010823)	10/34	1.858583e-01	5.991830e-01	0	0	1.504619e+00	2.531929e+00	FLCN;GPX1;TFRC;ADCK1;MPV17L;HUWE1;PPIF;AKT1;GHITM;BCL2L1
GO_Biological_Process_2021	organelle disassembly (GO:1903008)	10/34	1.858583e-01	5.991830e-01	0	0	1.504619e+00	2.531929e+00	STING1;GFM2;UBA5;KIF5B;ATG2A;MTIF2;EIF2D;VRK1;KLC1;RETREG1
GO_Biological_Process_2021	positive regulation of telomerase activity (GO:0051973)	10/34	1.858583e-01	5.991830e-01	0	0	1.504619e+00	2.531929e+00	CCT2;PKIB;HSP90AA1;HSP90AB1;DKC1;MYC;PTGES3;CTNNB1;POT1;GRHL2
GO_Biological_Process_2021	protein destabilization (GO:0031648)	10/34	1.858583e-01	5.991830e-01	0	0	1.504619e+00	2.531929e+00	CREBBP;CUL3;PLK1;CCDC88C;HTT;CTSH;RAD23A;BTRC;SENP2;SIRT1
