Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2021	axonogenesis (GO:0007409)	81/240	1.020261e-05	3.595783e-03	0	0	1.854129e+00	2.130926e+01	RET;SEMA5A;APP;CYFIP1;NRP1;SEMA5B;RAB3A;HSP90AB1;PTEN;PIK3CD;PIK3CB;ACTB;ARHGAP35;GLI2;ROBO1;SHH;OPHN1;KIF5B;BSG;DAG1;NPTN;NRCAM;EPHB4;EPHB3;EPHA4;EPHA7;HSP90AA1;EPHA6;UNC5A;DSCAM;GAB1;VSTM2L;FRS2;GFRA2;ZDHHC17;SPTB;PAX2;AFG3L2;SHTN1;DOK1;DOK5;PARD3;EVL;EPHA2;NOTCH2;SPTBN4;LAMA5;SHC3;SEMA3C;SEMA3D;SRC;LRTM2;SEMA3B;NRXN3;CXCR4;PIK3R1;SEMA3F;EFNA5;IGSF9;RAP1GAP;SLIT3;PLCG1;SPTBN2;VASP;NIBAN2;AUTS2;SEMA4D;USP9X;SEMA4B;RANBP9;PTPN11;SEMA4G;L1CAM;BAIAP2;PTK2;EFNA1;RAB10;EFNA3;GRB2;LGR6;FGFR2
GO_Biological_Process_2021	negative regulation of cell motility (GO:2000146)	45/114	1.272618e-05	4.221347e-03	0	0	2.367414e+00	2.668514e+01	KANK1;ZMYND8;CCDC125;TACSTD2;PTEN;WAS;MIA3;PTPRJ;SPINT2;GATA3;FOXO3;ROBO1;FLCN;SHH;DUSP10;WNT11;CDH1;PIP5KL1;DAG1;SRGAP2;SRGAP1;ARPIN;SCAI;EPHA4;TCAF1;JAG1;TPM1;NOG;SULF1;TBX5;ALOX15B;SMAD7;RHOB;RAP2C;TMIGD3;CLDN5;FRMD5;CLDN3;RAP2B;ADAM15;NAV3;KRT16;DLG5;DLC1;DPEP1
GO_Biological_Process_2021	endomembrane system organization (GO:0010256)	69/199	1.651179e-05	5.172778e-03	0	0	1.929957e+00	2.125160e+01	USP6NL;WASHC4;WASHC5;UBXN2A;DYSF;MIA3;SYNE1;RAB43;LAPTM4B;GOLGA5;FAM174B;TMED3;A4GALT;TMED4;BCAS3;SUN1;COG7;FBXW8;MYOF;COG2;ZFP69B;COG1;SYP;LEMD2;DNM1;SUN5;GOLGA8B;GORASP2;TLCD1;OBSL1;SQSTM1;BLZF1;TMED10;ATL3;ATL2;HTT;TOR1AIP2;DNAJC28;ARHGAP21;ALS2CL;VPS51;LMAN2;BNIP1;SPTSSB;SEC31A;ARFGEF2;TOR1A;DMPK;ATP8B2;CAV3;NUP155;SEC16A;SPAG4;HUWE1;LYSMD3;TOR1B;TJAP1;VMP1;NSFL1C;GOLPH3;HOOK2;HOOK1;REEP4;DOP1B;VAPB;CHMP2B;TRIP11;TMCC1;LAMTOR1
GO_Biological_Process_2021	negative regulation of gene expression (GO:0010629)	102/322	1.796433e-05	5.331626e-03	0	0	1.689133e+00	1.845736e+01	APP;PARK7;YY1;ZFP36;ZC3H12A;RPS13;MAP2K2;DAPK1;ZNF281;DAPK3;METTL3;CNPY2;TSC1;OVOL2;RUNX1;FOXP1;ERN1;CLDN5;OLFM1;ILF3;CLDN3;MYADM;NOTCH2;DDX6;DNMT1;PSEN1;HIF1A;MRPL13;TTBK1;FXR1;DHX36;TASOR;APOE;ZNF148;NDFIP2;TGFB2;SETDB1;VDR;SETDB2;PCIF1;PARP14;LSM5;PARP15;ESR1;NFKB1;LSM2;RPS26;BMP4;EPRS1;ID2;CAPRIN1;LSM14A;LGMN;PPP1R11;SNX12;CD3E;ROBO1;MECP2;FLCN;RBM4;GPER1;ENC1;NPTN;FLOT2;EMILIN1;JARID2;DIS3L2;HELLS;SLC2A10;DNMT3A;RPL13A;NUDT16L1;PARP9;SIRT1;TERF2;NCOR2;RBL2;KAT2B;SLC7A5;NCOR1;MTF2;SMCR8;TMBIM6;EIF4E2;GAPDH;YAP1;MALSU1;HDAC9;TOB1;GPNMB;RBBP4;IGF2BP3;VHL;KDM4A;SAMD4A;ATP2B4;ATP2B1;APLN;TNRC6C;PC;TARDBP;TNRC6A
GO_Biological_Process_2021	regulation of transcription, DNA-templated (GO:0006355)	562/2244	3.230426e-05	7.803284e-03	0	0	1.236213e+00	1.278283e+01	ATF1;EHF;NUP107;MYT1L;TRRAP;SCX;EHMT1;RBPJ;RPL6;ELK4;ZSCAN31;ZMIZ1;ZMIZ2;MYC;CREB3L2;MYB;ZXDC;AKT1;BBX;PKNOX1;CDK5RAP2;HES7;ZNF287;ZNF284;ZNF283;ZNF282;ZNF281;DAPK3;MED8;SOX13;RFX1;HCFC1;WDR77;EID2;RFX7;HOXB3;ATF7;ZSCAN26;CLOCK;SKAP1;ZNF397;ZNF394;SRCAP;ZNF391;PRDM15;BAZ2A;GATA4;GATA3;PRDM11;ZNF25;HIF1A;ZNF26;CIAO1;DEDD2;ZBTB7B;ZNF148;ZSCAN16;ZBTB7A;RREB1;ZNF146;ZBTB7C;NFE2;CDK18;CREBBP;AFAP1L2;ZNF384;FZD2;ZNF140;SNAI3;ZNF32;IRF2BP2;NFATC2;TRIP4;NR1D2;NR2F2;SNF8;PA2G4;PBX1;ST18;FOSL2;NFATC4;ZFAT;GTF2IRD1;HBP1;FANK1;MESP2;RET;ZNF133;LIN54;PHF2;ZNF131;BTG1;ZNF251;ZNF250;OGG1;TCF20;MED16;PHF6;LITAF;ZNF48;GLI3;GLI2;MECP2;ZNF280D;MED14;SHH;MECOM;HEY1;SPIN1;JARID2;ZNF488;TEAD1;TEAD2;ZNF121;ZSCAN5A;ZNF480;ANXA4;TCF12;FOS;BAZ1B;SIRT1;PAX2;MED23;PHF20L1;NCOR2;GCFC2;NCOR1;PAX7;MED21;MTF2;RARA;AHRR;PPARG;ZNF117;GAS6;PLCB1;JDP2;PPARD;ZNF233;ASCL5;ZNF473;ZNF230;NFIX;KARS1;CIPC;SPTY2D1;FOXS1;NSD1;NSD2;ZNF227;BRD9;ZNF468;ZNF589;MEF2D;SRSF10;ZNF224;SPDEF;ZNF221;ZNF584;PCGF6;ZNF581;ZNF580;STAT1;ATAD2;PCGF3;STAT3;DAB2IP;ZNF76;WWP1;ELP3;ZNF79;HIPK2;GATAD2A;RYBP;WT1;NFIB;ZNF219;ZNF337;ZNF576;ZNF212;GZF1;ZNF695;BRDT;ZNF571;CCNT2;NAB2;FOXQ1;YY1;ZFP30;CDH1;ZNF329;RUVBL1;SLC39A8;ZNF567;PITX2;ZNF444;FADS1;PIAS4;TLE2;MAP2K2;TLE1;ZBTB37;ZFP69B;DYRK1B;FOXP4;HIC1;FOXP1;SAP30;NPAS4;LBHD1;ILF3;KAT6B;ZNF318;ZNF316;PHIP;ZNF678;KMT2E;KMT2D;ZNF550;BLM;DLX4;KMT2A;KMT2B;MAZ;GLIS3;FOXO6;CREBL2;FOXO3;NPAS2;NPAS3;GLIS2;SBNO2;NACC2;ZKSCAN3;DVL2;ZNF669;ABL1;ZNF668;E4F1;ZNF787;ZNF302;ZNF786;ZKSCAN1;ZNF784;ZNF662;ZNF782;BRPF1;ZBTB16;ESRRG;FOXN3;NFKB1;NFKB2;DRAP1;LHX3;RIOX1;YEATS2;ZFP62;ZNF418;CNOT2;BCL3;SP6;TADA1;LHX5;MAFK;MNAT1;ZNF775;OGT;NFE2L2;RNF187;ZNF891;ZNF770;CALCOCO1;BNC1;ARRB1;ZNF529;ZNF648;DMRTB1;ZNF768;ZNF646;HMG20A;ERC1;ZNF764;CEP290;EMX1;ARNT;FOXL3;VEZF1;ZNF75D;REXO4;ZFP90;DNAJC2;PPM1A;TFDP2;DMRTA1;ZNF879;TESMIN;ZNF875;HDAC4;NFAT5;SMARCD2;ZBTB46;LRP5;ZBTB43;FOXK1;ZBTB45;MLLT3;BARX1;HDAC9;LEUTX;LRP6;ZBTB40;REPIN1;ZNF629;ZNF627;ZNF625;RBBP8;ZNF623;ZNF621;ZNF500;E2F6;ZNF620;TBX1;MLXIP;ASCC1;FOXJ3;TBX6;TBX5;PML;KLF6;KLF5;KLF9;BCOR;ZNF610;TRIM33;ZNF850;JMJD1C;CCNC;IKZF4;TIAL1;RPS6KA3;SOX3;ZNF609;KAT5;DPF3;SOX9;BTRC;CCNL1;SOX7;ACVR1;ZFP1;ZFP3;IFRD1;EREG;OVOL2;RUNX1;NIF3L1;ZNF837;SUB1;TFAM;ZNF711;ZFPM2;L3MBTL1;CASZ1;CTR9;TSHZ2;ZBTB1;SUPT4H1;ZBTB5;ZBTB4;MED12L;ZBTB2;MBTD1;SEC14L2;PGBD1;ZNF706;ZNF704;DHX36;ZNF703;ZNF821;HIVEP3;APOE;TP53BP1;BCL11A;SS18L1;SETDB2;SMARCA1;TRERF1;SMARCA4;ID2;CREBRF;ID3;RBAK;SIM1;RCOR3;RCOR1;TP73;VSX2;CSRNP2;FOXE1;HNF4G;RSF1;ZNF805;UIMC1;CHMP1A;PRMT6;SREBF1;NCOA2;PRMT2;NME2;CBFA2T2;PARP9;ZHX1;CBFA2T3;SREBF2;SUPT3H;MLF2;TOX4;NR5A1;TOX2;NFX1;KIT;NCOA7;VGLL4;YAP1;PCNA;ZNF2;ZNF3;TRAK1;ZNF7;SERTAD3;RXRA;CUX1;HSF1;METTL4;PAK6;APBB2;FAM47E;TBL1X;APBB3;NPM1;CDX2;DMRT2;NFYC;GRHL3;GRHL2;PEX14;BATF;PER2;PER1;CTNNB1;HDGF;CD86;FOXA1;KDM1A;WWC1;MYRFL;NUCKS1;CELSR2;ZNF83;KDM2A;MSX2;ARID5A;KCTD1;ZNF91;BRMS1;LMX1A;PSPC1;LMX1B;HDGFL2;HDGFL3;PSEN1;RAI1;DMAP1;TFAP2A;SMAD2;TFAP2B;HSPA8;TFAP2C;ZFHX3;UBE2I;CBX5;NIBAN2;SMAD3;CBX4;DENND4A;VDR;POU2F2;SMAD6;BMP7;ESR1;SMAD7;BMP4;NR4A2;NR4A1;GCLC;MRGBP;RFXAP;MXD1;BRWD1;KDM5B;KDM5C;MIDEAS;CHD8;HP1BP3;SIX1;CHD5;PSIP1;CHD4;CHD3;CHD2;NR2E3;LYL1;DBP;BCL7A;SFR1;YWHAQ;ZIC3;TRPS1;MYBL1;TGIF1;KLF10;TSFM;KLF12;RBM15;KLF13;AXIN1;ETV2;ARID1A;KLF15;DNM2;ELF3;ELF4;CRY2;CRY1;TERF2IP;IRF8;KDM7A;USP13;KDM3A;HSPD1;CAND2;WNT11;ERBB4;MXI1;VHL;MTA3;SPEN;KDM4A;USP22;ZNF181;ATP2B4;ZNF180;ZIC4;ARID3B;MAPK14;YY1AP1;DPRX;MEIS1;CARM1;NAA16;TAF5;SSBP2
GO_Biological_Process_2021	regulation of transcription by RNA polymerase II (GO:0006357)	553/2206	3.387419e-05	7.803284e-03	0	0	1.237377e+00	1.273615e+01	ATF1;EHF;GABPB2;MYT1L;SCX;RBPJ;DCAF6;ELK4;ZSCAN31;ZMIZ1;ZMIZ2;MYC;ZC3H12A;CREB3L2;MYB;ZXDC;BBX;PKNOX1;IER5;HES7;ZNF287;ZNF283;ZNF282;ZNF281;MRTFB;MED8;SOX13;RFX1;HCFC1;WDR77;RFX7;HOXB3;ATF7;ZSCAN26;CLOCK;SKAP1;CGGBP1;ZNF397;ZNF394;SRCAP;ZNF391;PRDM15;GATA4;GATA3;ZNF25;HIF1A;ZNF26;CIAO1;ZBTB7B;ZNF148;ZSCAN16;ZBTB7A;RREB1;ZNF146;ZBTB7C;NFE2;CREBBP;ZNF384;JAG1;JUP;ZNF140;PLK1;ZNF32;IRF2BP2;NFATC2;NR1D2;NR2F2;SNF8;INO80;PBX1;ELL3;ST18;FOSL2;NFATC4;SETX;MLLT10;GTF2IRD1;HBP1;MESP2;ZNF133;PHF2;ARF4;RARG;ZNF131;ZNF251;ZNF250;TCF25;TCF20;MED16;PHF6;LITAF;ZNF48;GLI3;GLI2;MECP2;MED14;SHH;MECOM;HEY1;TEAD1;TEAD2;SS18;ZNF121;ZSCAN5A;ZNF480;RIPK2;ANXA4;TCF12;SIRT6;FOS;BAZ1B;SIRT1;PAX2;MED23;PHF20L1;NCOR2;KAT2B;PLSCR1;NCOR1;PAX7;MED21;MTF2;TET3;RARA;AHRR;PPARG;JDP2;PPARD;ZNF233;ASCL5;ZNF473;ZNF230;NFIX;CTDP1;FOXS1;EPCAM;NSD1;ZNF227;BRD9;ZNF468;ZNF589;MEF2D;ZNF224;SPDEF;ZNF584;WWOX;PCGF6;ZNF581;ZNF580;STAT1;USP9X;ATAD2;PCGF3;STAT3;DAB2IP;ZNF76;ELP3;ZNF79;HIPK2;GATAD2A;SKI;STING1;WT1;NFIB;ZNF219;ZNF337;AGRN;ZNF335;ZNF576;ZNF212;GZF1;ZNF571;CCNT2;RIF1;ANKRD33;ATN1;PARK7;FOXQ1;YY1;ZFP36;ZFP30;ZNF329;RUVBL1;NFATC2IP;ZNF567;PITX2;ZNF444;PIAS4;ZBTB37;ZFP69B;FOXP4;GTF2F1;HIC1;FOXP1;SAP30;NPAS4;KAT6B;ZNF316;PHIP;SQSTM1;GLYR1;KMT2D;ZNF550;DLX4;KMT2A;MAZ;GLIS3;FOXO6;FOXO3;NPAS2;NPAS3;GLIS2;SLC9A1;SBNO2;NACC2;TPR;ZKSCAN3;DVL2;ZNF669;ABL1;ZNF668;E4F1;ZNF787;ZNF302;ZNF786;ZKSCAN1;ZNF784;ZNF662;ZNF782;AKIRIN2;ZBTB16;ESRRG;NFKB1;NFKB2;DRAP1;CDK9;LHX3;YEATS2;CDK4;ZFP62;ZNF418;CNOT2;ZFP64;SP6;TADA1;LHX5;MAFK;MNAT1;ZNF775;OGT;NFE2L2;ZNF891;ZNF770;CALCOCO1;BMPR2;AKAP8L;PTEN;FHL2;ARRB1;VPS72;ZNF529;DMRTB1;ZNF768;ZNF764;PELP1;BCAS3;EMX1;PPP1R12A;DNMT3A;ARNT;FOXL3;VEZF1;ZNF75D;ZFP90;PPM1A;IMPACT;SARS1;TFDP2;DMRTA1;ZNF879;ZNF875;MET;HDAC4;NFAT5;SMARCD2;NUFIP1;ZBTB46;LRP5;ZBTB43;FOXK1;ZBTB45;HDAC8;BARX1;CXXC5;HDAC9;LEUTX;LRP6;ZBTB40;REPIN1;DNAJB1;ZNF629;ZNF627;ZNF625;RBBP8;ZNF623;ZNF621;ZNF500;E2F6;ZNF620;TBX1;MLXIP;SEMA4D;KCNIP3;FOXJ3;TBX6;TBX5;ASXL1;TNRC6C;KLF6;KLF5;KLF9;BCOR;ZNF610;NOP53;PFKM;TRIM33;ZNF850;TNRC6A;APP;JMJD1C;CCNC;IKZF4;ABRA;TIAL1;RPS14;RPS6KA3;SOX3;ZNF609;KAT5;DPF3;SOX9;CCNL1;ACVR1;ZFP1;ZFP3;IFRD1;OVOL2;RUNX1;ZNF837;SUB1;ZFPM2;CASZ1;CTR9;TSHZ2;ZBTB1;SUPT4H1;PIK3R1;ZBTB5;ZBTB4;MED12L;ZBTB2;PGBD1;ZNF704;DHX36;ZNF821;HIVEP3;APOE;TP53BP1;FADD;ZBED4;BCL11A;SS18L1;SMARCA1;TRERF1;PARP15;SMARCA4;ID2;CREBRF;ID3;RBAK;SIM1;RCOR3;RCOR1;TP73;VSX2;CSRNP2;FOXE1;HNF4G;OTUD7B;RSF1;ZNF805;HYAL2;SREBF1;NCOA2;EDN1;NCOA5;NCOA3;NOG;NME2;PARP9;ZHX1;SREBF2;SUPT3H;RGMA;TOX4;NR5A1;TOX2;GAL;NFX1;KIT;NCOA7;MPND;YAP1;WAS;ZNF2;ZNF3;TRAK1;ZNF7;RXRA;CUX1;HSF1;TBL1X;RTRAF;NPM1;CDX2;DMRT2;NFYC;GRHL3;GRHL2;GRIN1;BATF;PER2;PER1;F2RL1;CTNNB1;HDGF;FOXA1;KDM1A;CRTC1;PRDM6;FHOD1;WWC1;NUCKS1;CHCHD2;ZNF83;POGZ;MLIP;KDM2A;MSX2;ARID5A;KCTD1;ZNF91;BRMS1;LMX1A;LMX1B;HDGFL2;HDGFL3;AKNA;PSEN1;RAI1;UBB;RPRD1B;DMAP1;TFAP2A;SMAD2;TFAP2B;TFAP2C;ZFHX3;UBE2I;CBX5;SMAD3;AUTS2;CBX4;VDR;CAV1;PTCH1;POU2F2;SMAD6;ESR1;BMP6;BMP5;SMAD7;EFNA1;BMP4;NFKBIA;NR4A2;NR4A1;MRGBP;RFXAP;MXD1;BMPR1B;BRWD1;FGFR2;KDM5B;THRB;MIDEAS;CHD8;SIX1;CHD5;PSIP1;CHD4;CHD3;CHD2;NR2E3;LYL1;FLCN;DBP;ZIC3;HJV;TRPS1;GPER1;MYBL1;TGIF1;KLF10;KLF12;KLF13;BUD31;ETV2;ARID1A;KLF15;ELF3;ELF4;CRY2;CRY1;IRF8;KDM7A;KDM3A;TAF9;HSPD1;MUC1;MTA1;MXI1;NRIP1;VHL;MTA2;MTA3;IGBP1;SPEN;ZNF181;ATP2B4;ZNF180;ZIC4;ARID3B;MAPK14;DPRX;MEIS1;KANSL3;BAX;TAF6;SSBP2;LPIN2;TAF3;LPIN3
GO_Biological_Process_2021	transmembrane receptor protein tyrosine kinase signaling pathway (GO:0007169)	122/404	3.486087e-05	7.803284e-03	0	0	1.577263e+00	1.618925e+01	CYFIP1;IRS1;NCF4;ACTB;IGF1R;TIAL1;FGF9;GRB14;AKT2;AKT1;AP2M1;EPHB4;PDK2;ANKS1B;EPHB3;EPHA4;ATP6V1G1;EPHA7;EPHA6;FRS2;GTF2F1;FRS3;PRLR;PGF;MAPKAPK3;CD8A;KIF16B;MAPKAPK2;ELMO2;PHIP;EPHA2;ATP6V1A;SHC3;SDC2;HPN;PDGFA;PIK3R1;PSEN1;EFNA5;KALRN;SOCS2;APH1A;FLRT2;FLRT1;ATP6V0A2;ATP6V1D;ATP6V1C1;LYN;YES1;ARPC5;PTK2;NFATC4;SETX;EFNA1;FIBP;HNRNPM;EFNA3;GRB2;FGFR2;RET;BCAR3;DDR1;NRP1;FLT1;FLT3;ARPC1B;BRK1;PTPRJ;PIK3CB;TCIRG1;SHB;CD3E;GHR;SPRED2;SPRED1;SIPA1L1;BDKRB2;BLNK;VAV3;HSP90AA1;NCBP2;GAB1;GFRA2;MMP9;MTSS1;VAV1;DNM1;VAV2;ESRP2;ESRP1;KIT;RAPGEF1;RAPGEF2;PLCB1;MET;ATP6V0C;DOCK1;ATP6V1B1;ROCK1;SRC;ERBB3;POLR2B;ERBB4;PTK2B;POLR2H;PAK2;NTRK2;GDF15;NTRK3;STAT3;VEGFB;PTPN11;SULF1;BAIAP2;MERTK;MAPK14;SULF2;GRIN1;MAPK11;RAB14;AXL;BCAR1
GO_Biological_Process_2021	regulation of cellular response to stress (GO:0080135)	45/118	3.524882e-05	7.803284e-03	0	0	2.237119e+00	2.293735e+01	CAMK2B;NUP205;NUP107;HSP90AB1;NUP188;HSPB8;AAAS;NPAS2;NUP160;RPTOR;DNAJB1;CHCHD2;DNAJB6;BAG3;TPR;HSF1;ABL1;SLC38A2;CAMK2G;RAE1;NUP214;RANBP2;HSPA8;CREBBP;HSP90AA1;SEC13;NPM1;ARMT1;NUP210;NUP155;NEK6;AMFR;PTGES3;RPA2;VASH1;CORO2B;SIRT1;DNAJC2;RSL1D1;MAPKAPK2;AKT1S1;NUP54;FKBP4;NUP58;ATR
GO_Biological_Process_2021	regulation of cell migration (GO:0030334)	123/408	3.528981e-05	7.803284e-03	0	0	1.573518e+00	1.613158e+01	SEMA5A;SEMA5B;PLXND1;ZMYND8;MYLK;AMOT;IGF1R;FGF9;CDH1;AKT2;DAG1;AKT1;CPNE3;ARPIN;ACVR1;EPHA4;TPM1;ACTN4;CLDN5;CLDN4;FRMD5;CLDN3;ADAM15;SPATA13;MYADM;DPEP1;CBLL1;MACF1;CEMIP;MAZ;PDGFA;FOXO3;CORO1C;ZNF703;PLXNA2;PLXNA1;SRGAP2;SRGAP1;PLXNA4;SCAI;CARMIL1;TCAF1;JAG1;CAV1;OSGIN1;CYRIB;ALOX15B;PTK2;SMAD7;VIL1;DLG5;PLXNB2;AMOTL2;AMOTL1;FERMT2;RET;ITGB1;FLT1;PTEN;PIK3CD;MIA3;PTPRJ;LAMC2;SYNE2;ROBO1;FLCN;SHH;DUSP10;TMSB4X;PIP5KL1;GPER1;CTSH;EDN1;SPHK1;NOG;RHOC;RHOD;MMP9;RHOB;RAP2C;TMIGD3;RAP2B;NAV3;KIT;NUMB;SGK3;SGK1;CAMK2B;KANK1;ROCK1;SEMA3C;SEMA3D;SRC;SEMA3B;PRR5L;SEMA3F;THBS1;WNT11;GPNMB;ERBB4;LMNA;GNA12;GCNT2;FLNA;PTK2B;SPAG9;SEMA4D;NTRK3;SEMA4B;STAT3;MEAK7;ELP3;SEMA4G;SULF1;TBX5;ELP6;TJP1;KRT16;DLC1;F2RL1;LGR6;BCAR1;CCL26
GO_Biological_Process_2021	cellular response to DNA damage stimulus (GO:0006974)	108/350	3.601114e-05	7.803284e-03	0	0	1.625889e+00	1.663557e+01	RIF1;TRRAP;PARK7;YY1;ENDOV;STK11;HERC2;ALKBH1;MYC;ZC3H12A;KMT5B;NBN;DDX11;METTL3;HUS1;CHD1L;HIC1;FOXP1;MAPKAPK2;ADPRS;EPHA2;RTEL1;BLM;STXBP4;XPA;ZBTB1;FBXO45;PSEN1;ZBTB4;VCPIP1;MRNIP;OARD1;UBR5;ABL1;TP53BP1;LYN;MOAP1;CBX5;UBE2B;INTS3;XRCC2;NFATC2;INO80;FBXO31;SETX;TDP1;CDK3;UBE2T;BCL3;GRB2;MNAT1;RAD9B;RAD18;BCL2L2;ATR;TP73;BCL2L1;RAD9A;H2AX;MCM7;FBH1;OGG1;PIDD1;HPF1;TLK2;VAV3;SHPRH;RFC3;PARP4;RFC2;USP45;BAZ1B;SIRT1;REXO4;DDB2;RAD51B;RNF168;RAD51C;CRY1;FAN1;YAP1;PPP1R15A;USP10;TAF9;XIAP;ZBTB40;RECQL5;SLX4;RBBP5;RBBP8;RBBP6;NPM1;TIGAR;MGMT;MAPK14;APTX;MAPK12;PML;BATF;TAOK3;ERCC1;POLE3;BAX;RAD1;TRIP12;NRDE2;NOP53;CUL4B
GO_Biological_Process_2021	regulation of translation (GO:0006417)	62/178	3.696129e-05	7.803284e-03	0	0	1.942029e+00	1.981965e+01	APP;CYFIP1;LTN1;HSPB1;NAT10;YBX2;RPS6KA3;RBM4;MTG1;ALKBH1;ENC1;EIF5B;TSFM;DAPK1;NCBP2;DAPK3;METTL3;RPL13A;TSC1;ILF3;IMPACT;CSDE1;GEMIN5;EIF4E2;GAPDH;DDX6;MTPN;DDX1;RBM4B;RPS27L;MTIF2;MALSU1;FOXO3;MRPL13;THBS1;TOB1;GSPT1;FXR1;ATXN2;DHX36;IGF2BP3;EIF4E;NPM1;EIF2B2;KLHL25;PCIF1;PYM1;SAMD4A;UPF3A;LARP4;PUM3;EIF5;EIF6;EPRS1;CAPRIN1;BCL3;PLXNB2;EIF3E;VIM;LSM14A;EIF4G2;METAP1
GO_Biological_Process_2021	regulation of cellular component organization (GO:0051128)	51/139	3.736277e-05	7.803284e-03	0	0	2.104146e+00	2.145142e+01	TFRC;SNX12;PARK7;TMEM97;STON2;RPTOR;STK11;OPHN1;PLCE1;CD36;HSP90AA1;SLC2A10;SPHK1;TMC8;ATAD3A;HCFC1;LATS1;BBS10;NRG3;RAPGEF1;RAPGEF2;SGK3;SGK1;SGK2;ROCK1;MLLT3;CAMSAP2;SOCS2;ABL1;PACSIN2;METTL4;ABL2;APOE;PAK4;HSPA8;SEMA4D;PTCH2;SETD1A;DAB2IP;PTPN11;SNCAIP;NET1;TJP1;ITCH;SNX17;CHPT1;LAMTOR2;LAMTOR1;EBAG9;CD22;BCAR1
GO_Biological_Process_2021	embryonic limb morphogenesis (GO:0030326)	19/36	4.228451e-05	8.515798e-03	0	0	4.046136e+00	4.074900e+01	TFAP2A;RARG;CREBBP;MBNL1;TGFB2;PTCH1;NOG;ECE1;CACNA1C;AFF3;TBX5;GLI3;LRP6;SKI;CYP26B1;SHH;MAP3K20;CTNNB1;MEGF8
GO_Biological_Process_2021	positive regulation of fat cell differentiation (GO:0045600)	24/51	5.085927e-05	9.559848e-03	0	0	3.219648e+00	3.183088e+01	CDS1;ZBTB16;SYAP1;SOX13;LRP5;SIX1;CREBL2;TMEM64;METRNL;BMP7;ZFP36L1;ZFP36;CARM1;ID2;ZC3H12A;PIM1;NAPEPLD;AKT1;PPARG;WDFY2;ZBTB7B;RREB1;PPARD;TRPM4
GO_Biological_Process_2021	regulation of epithelial cell migration (GO:0010632)	24/51	5.085927e-05	9.559848e-03	0	0	3.219648e+00	3.183088e+01	DOCK5;MACF1;TGFB2;BMPR2;SRC;PRKCE;TACSTD2;DAB2IP;EMP2;MCC;HIF1A;RTN4;PTK2;CORO1C;VIL1;DUSP10;BMPER;CTSH;EVL;SOX9;PLCG1;GLUL;DOCK1;RREB1
GO_Biological_Process_2021	wound healing (GO:0042060)	30/70	5.742560e-05	1.025880e-02	0	0	2.718097e+00	2.654228e+01	SCARB1;MACF1;RAB3A;FUT10;DYSF;PDGFA;MIA3;GATA4;PRCP;EVPLL;EVPL;PPL;TSKU;EPB41L4B;ERBB3;SMPD1;ANXA6;DSP;TGFB2;SMAD3;MYOF;NOG;TPM1;CFLAR;SYT7;EREG;MYH9;RAF1;ARL8B;PLEC
GO_Biological_Process_2021	chromatin remodeling (GO:0006338)	40/103	5.821628e-05	1.025880e-02	0	0	2.302990e+00	2.245725e+01	FOXA1;HDAC4;KDM5B;KDM5C;SMARCD2;SRCAP;CHD8;ZBTB1;BAZ2A;CHD4;RSF1;CHD3;ACTB;RBBP4;MYC;MYB;RUVBL1;SOX9;JARID2;MTA2;ZBTB7A;MBD3;KDM4A;KDM4B;NPM1;CHD1L;INO80;SMARCA1;ARID1A;BAZ1B;NPM3;ESR1;SIRT1;HCFC1;SMARCA4;KAT2B;POLE3;PADI4;MPND;BRDT
GO_Biological_Process_2021	chromatin organization (GO:0006325)	51/142	7.122120e-05	1.217019e-02	0	0	2.034386e+00	1.942782e+01	FOXA1;KDM5B;KDM5C;HDAC11;HP1BP3;EHMT1;NUCKS1;RSF1;MECOM;MYC;MYB;RUVBL1;HMG20A;SOX9;JARID2;HMGN1;DDX11;CHD1L;ARID1A;BAZ1B;SIRT1;HCFC1;KAT2B;MTF2;PADI4;MPND;PADI1;L3MBTL1;HDAC4;SMARCD2;SUPT4H1;ZBTB1;BAZ2A;HDAC8;RBBP4;FAM47E;MTA2;ZBTB7A;KDM4A;KDM4B;NPM1;SETDB1;SETDB2;INO80;SMARCA1;NPM3;ESR1;SMARCA4;MCM3AP;BRWD1;BRDT
GO_Biological_Process_2021	ameboidal-type cell migration (GO:0001667)	24/52	7.512618e-05	1.218322e-02	0	0	3.104462e+00	2.948103e+01	SEMA5A;TBX1;SEMA5B;PDXDC1;SEMA3C;SEMA4D;SEMA3D;SEMA4B;SEMA3B;SEMA3F;SEMA4G;AMOT;CORO1C;SHH;ERBB4;ANXA6;AKT1;ITGB7;AMOTL2;PKN2;RADIL;AMOTL1;SRGAP2;MEGF8
